cmt_col,labels,length,processed_text
Sorry fuckk,1.0,11,sorry fuckk
Liên đoàn bóng đá việt nam nên suy nghĩ lại. Sa thải ngay ông này troussie out,0.0,78,liên_đoàn bóng_đá việt nam nên suy_nghĩ_lại . sa_thải ngay ông này troussie out
Tuần sau 16 team là hơi căng đó nha :( phải hard hơn nữa,0.0,56,tuần sau 16 team là_hơi căng đó nha : ( phải hard hơn_nữa
"lối đá rời rạc vô hồn, hlv quá kém, tôi nghĩ ngài nên biến đi thì hơn",1.0,69,"lối đá rời_rạc vô_hồn , hlv quá kém , tôi nghĩ ngài nên biến đi thì hơn"
"Đéo muốn chửi đâu cơ mà mặt thằng này nhìn vô là đã đéo có cảm tình, mặt quắc tai dơi mỏ nhọn, nhân tướng học xét qua một lượt thì trông điểm nào cũng hèn mạt. Đã thế thì phải cố đức năng thắng số, đằng này lại ngu lâu dốt bền, đần độn tự ái, vác dái l… Xem thêm",2.0,262,"đéo muốn chửi đâu cơ_mà mặt thằng này nhìn vô là đã đéo có cảm_tình , mặt quắc tai dơi mỏ nhọn , nhân tướng học xét qua một lượt thì trông điểm nào cũng hèn_mạt . đã thế thì phải cố đức năng thắng số , đằng này lại ngu lâu dốt bền , đần_độn tự_ái , vác dái l … xem thêm"
Dương Tiến Đạt đến con người vs con người bạn con phân biệt vùng miền. Ấy thế mà đi thương con chó.,2.0,99,dương tiến đạt đến con_người với con_người bạn con phân_biệt vùng miền . ấy thế_mà đi thương con chó .
Xe vẫn trong thời gian giam giữ và chưa hết hạn thì phải bồi thường theo quy định nhé! Còn xe quá hạn thì chủ xe chịu khó ngậm ngùi thôi,0.0,136,xe vẫn trong thời_gian giam_giữ và chưa hết hạn thì phải bồi_thường theo quy_định nhé ! còn xe quá hạn thì chủ xe chịu_khó ngậm_ngùi thôi
Chuyến này về thù đờn ông lém nè,0.0,32,chuyến này về thù đờn ông lém nè
Dạ,0.0,2,dạ
Arap referre is dick,2.0,20,arap referre is dick
nói ko bt ngượng,0.0,16,nói không bình_thường ngượng
"Cảm ơn nhà sư.những nơi # thì_,thà lang thang thế này còn hơn vào trung tâm BT cho các loại quỷ đội lốt người có cơ hội ấu dâm😭",2.0,127,"cảm_ơn nhà_sư . những nơi # thì_ , thà lang_thang thế này còn hơn vào trung_tâm bình_thường cho các loại quỷ đội_lốt người có cơ_hội ấu dâm 😭"
Bộ hết người hay sao vậy trời...,0.0,32,bộ hết người hay sao vậy trời ...
Bắt được mấy thằng chó này băm làm chả giò,2.0,42,bắt được mấy thằng chó này băm làm chả_giò
Tác giả đang nói thằng niễng và thằng cố vấn của nó.,1.0,52,tác_giả đang nói thằng niễng và thằng cố_vấn của nó .
"Hung Nguyen không, chỉ có cờ vàng cứt choá thôi 😌",1.0,49,"hung nguyen không , chỉ có cờ vàng cứt choá thôi 😌"
"Nguyễn Gia Bảo . Hãy nhìn Nhật Bản, Hàn Quốc vừa rồi có kiểm soát bóng nổi không ? Bóng vừa chạm chân đã mất và Indonesia cũng phá sự kiểm soát của Việt Nam như vậy đó. Bóng đá của ông Park một chạm phối hợp ngắn sóng trào lên dần từng cơn không phải k… Xem thêm",0.0,262,"nguyễn gia_bảo . hãy nhìn nhật bản , hàn_quốc vừa_rồi có kiểm_soát bóng nổi không ? bóng vừa chạm chân đã mất và indonesia cũng phá sự kiểm_soát của việt_nam như vậy đó . bóng_đá của ông park một chạm phối_hợp ngắn sóng trào lên dần từng cơn không phải k … xem thêm"
Má nó đau tim vl các ông ạ,1.0,26,má nó đau tim vl các ông ạ
Vãi cả cái còi ôm vòng theo cái ngực đô con 😂😂,1.0,46,vãi cả cái còi ôm vòng theo cái ngực đô con 😂 😂
Thua thì cut khỏi vn đi thằng toi,2.0,33,thua thì cut khỏi vn đi thằng toi
Ad à. Cái này ad bạy rồi. Đa phần đăng ký nó cho free mà bản thân e ko đóng tiền mạng 9 cái rồi đây,0.0,99,admin à . cái này admin bạy rồi . đa_phần đăng_ký nó cho free mà bản_thân e không đóng tiền mạng 9 cái rồi_đây
Giờ xin lỗi cũng đã muộn r Em phải đi sang việt nam để xử bắn,1.0,61,giờ xin_lỗi cũng đã muộn r em phải đi sang việt_nam để xử bắn
@Nguyễn Quý:AFF có luật cầu thủ dc bắt chụp banh trong vòng cấm và thủ môn được bắt bên ngoài vạch. Bịp,0.0,103,quý : aff có luật cầu_thủ được bắt chụp banh trong vòng cấm và thủ_môn được bắt bên ngoài vạch . bịp
"Ngu vl. Thua xong còn chửi blame đồng đội feed tận 17 mạng vẫn kêu gánh, oánh trái lane cũng éo ai ngu như này",1.0,110,"ngu vl . thua xong còn chửi blame đồng_đội feed tận 17 mạng vẫn kêu gánh , oánh trái lane cũng éo ai ngu như này"
zeros đánh pha này cũng được ,0.0,29,zeros đánh pha này cũng được
đánh thì ngu khóc thì lắm ? ĐỦ TRÌNH KO ??,1.0,49,đánh thì ngu khóc thì lắm ? đủ trình không ? ?
Qua chan Trom cap tran la n,1.0,27,qua chan trom cap tran la n
Phượng Nguyễn đừng có zị nghen.,0.0,31,phượng nguyễn đừng có zị nghen .
Làm cho Sáng con mắt luôn J97 Entertainment,0.0,43,làm cho sáng con mắt luôn j97 entertainment
Quá dả man một gđ côn đồ mong pl xử nghiêm hành vi bạo lực này để lấy lại công đạo cho em,2.0,89,quá dả man một gđ côn_đồ mong pl xử nghiêm hành_vi bạo_lực này để lấy lại công đạo cho em
vcl trông như cac. Quả fb thì trai alime lỏ đúng mấy th ranh cấp 3. Trông đã như cac còn fan mực dốt,2.0,100,vcl trông như cac . quả fb thì trai alime lỏ đúng mấy th ranh cấp 3 . trông đã như cac còn fan mực dốt
Trọng tài quốc tế mà tầm nhìn thấp kém.,1.0,39,trọng_tài quốc_tế mà tầm nhìn thấp_kém .
Lộc đến từ cao lãnh😂,0.0,20,lộc đến từ cao_lãnh 😂
Đàn bà dễ có mấy tay_dinh thự của nữ đội trưởng đội chống buôn lậu,1.0,66,đàn_bà dễ có mấy tay_dinh thự của nữ đội_trưởng đội chống buôn_lậu
đóm tật,1.0,7,đóm tật
"xe vi phạm thì cũng là ts của người dân bạn ơi. Giữ xe chỉ là hình phạt thôi, chưa kể giữ có thu phí thì mọi hư hao, mất mát ... đều phải bồi thường theo luật dân sự. Có điều trong trường hợp này thì hầu như việc bồi thường rất ít, hầu như không có.",0.0,249,"xe vi_phạm thì cũng là ts của người dân bạn ơi . giữ xe chỉ là hình_phạt thôi , chưa kể giữ có thu phí thì mọi hư_hao , mất_mát ... đều phải bồi_thường theo luật dân_sự . có_điều trong trường_hợp này thì hầu_như việc bồi_thường rất ít , hầu_như không có ."
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ",1.0,114,"trắng biến thành đen , có biến thành không , không biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ"
"ngu vậy , đọc và hiểu đi",1.0,24,"ngu_vậy , đọc và hiểu đi"
"nghèo khổ có giúp  gì được  người  ta k mà đào mồ cuốc mả hộ vậy? ác nghiệp ,khẩu nghiệp mày",2.0,95,"nghèo_khổ có giúp gì được người_ta không mà đào mồ cuốc mả hộ vậy ? ác_nghiệp , khẩu nghiệp mày"
Rên ác=)),0.0,9,rên ác = ) )
"Ai đúng ai sai, kết cuộc sẽ rõ. Mọi người nhìn sự việc theo quan điểm riêng của mình, không hẳn là khách quan! Hãy đợi xem sao?",0.0,127,"ai đúng ai sai , kết cuộc sẽ rõ . mọi người nhìn sự_việc theo quan_điểm riêng của mình , không hẳn là khách_quan ! hãy đợi xem sao ?"
e hông hiệu e hông hiệu .,0.0,25,e hông hiệu e hông hiệu .
Chỉ sợ thứ óc chó ngu hết phần chó như này,2.0,42,chỉ sợ thứ óc chó ngu hết phần chó như này
"Dầu gì đi nữa t cũng là cháu của bá hộ ngọc lan, cháu bà ngũ thị đời mà chở vàng qua mỹ bỏ lại 2 cái villa ở sài gòn, cháu bà ba hoa Viện Kiểm sát tòa án nhân dân huyện hóc môn, mà cháu của cậu Tỉnh làm công an huyện hóc môn,mà e của Mỹ Lộc có nhà đất mặt tiền!' Nghe mắc ỉa ghê á! Huỵch nợ cô Minh Hiếu mà cái miệng quang quang, t cho cái chày đâm tiêu vô đầu m à!",1.0,365,"dầu gì đi_nữa t cũng là cháu của bá_hộ ngọc_lan , cháu bà ngũ thị đời mà chở vàng qua mỹ bỏ lại 2 cái villa ở sài_gòn , cháu bà ba_hoa viện kiểm_sát tòa_án nhân_dân huyện hóc_môn , mà cháu của cậu tỉnh làm công_an huyện hóc_môn , mà e của mỹ lộc có nhà_đất mặt_tiền ! ' nghe mắc ỉa ghê á ! huỵch nợ cô minh hiếu mà cái miệng quang quang , t cho cái chày đâm tiêu vô đầu m à !"
nam kì rẻ rách,2.0,14,nam kì rẻ rách
Mày nghỉ luôn cũng được. Phát ngôn tào lao fan nó unfollow hết bây giờ,1.0,70,mày nghỉ luôn cũng được . phát_ngôn tào_lao fan nó unfollow hết bây_giờ
Lại Hợp Sâm clm đến v thì /ff,1.0,29,lại hợp sâm clm đến v thì / ff
chính idol m đang viết cmt cay cú ngay trong bài viết của Viruss kia kìa. Vào mà xem cách viết văn củ chuối của idol m xem có hành xử hợp lí k,0.0,142,chính idol m đang viết cmt cay_cú ngay trong bài viết của viruss kia kìa . vào mà xem cách viết văn củ chuối của idol m xem có hành xử hợp_lí không
"Ghê, chảnh choẹ",1.0,15,"ghê , chảnh choẹ"
Lại Hợp Sâm clm đến v thì /ff,1.0,29,lại hợp sâm clm đến v thì / ff
Nge hay mà,0.0,10,nge hay mà
Ăn gì con cúng cho ạ,0.0,20,ăn gì con cúng cho ạ
Chinh la no :)),0.0,15,chinh la no : ) )
"Rách không bao , giờ đạo nhạc",1.0,29,"rách không bao , giờ đạo nhạc"
Dat Nguyen đôi lúc cũng có bài k hay chứ chẳng lẽ hay hết 🙄,0.0,59,dat nguyen đôi lúc cũng có bài không hay chứ chẳng_lẽ hay hết 🙄
chơi game mà cứ bị đ1t vào tai,1.0,30,chơi game mà cứ bị đ1t vào tai
Tội mê trai,1.0,11,tội mê trai
Một điếu thuốc lào nâng cao sĩ diện,0.0,35,một điếu thuốc_lào nâng cao sĩ_diện
MCVMedia  may dung co so sanh lisa tui  do di cho,2.0,49,mcvmedia may dung co so sanh lisa tui do di cho
"Sao mày ngu thế mày giỏi mày đi kêu gọi mn xem người ta có góp cho mày k. Mày thấy làm mệt quá à. Người ta có tiền thì góp tiền, có sức góp sức. Còn mày cảm thấy bất công quá thì nghỉ con mẹ mày đi làm từ thiện đi. Làm từ thiện mà lại so sánh thiệt hơn so so cái cc. Mày tưởng mày bê được mấy cái thùng mì tôm là mày to à",2.0,321,"sao mày ngu thế mày giỏi mày đi kêu_gọi mọi người xem người_ta có góp cho mày k . mày thấy làm mệt quá à . người_ta có tiền thì góp tiền , có sức góp sức . còn mày cảm_thấy bất_công quá thì nghỉ con_mẹ mày đi làm từ_thiện đi . làm từ_thiện mà_lại so_sánh thiệt_hơn so so cái cc . mày tưởng mày bê được mấy cái thùng mì tôm là mày to à"
vừa đẹp vừa lớn mà ngu fan jack bỏ con cmm,2.0,42,vừa đẹp vừa lớn mà ngu fan jack bỏ con cmm
Sbtc levi,0.0,9,sbtc levi
cẩn thận bị gạ đ** haizz,1.0,24,cẩn_thận bị gạ đ * * haizz
đúng r.. Rách hiền quá ạ. thương rách ăn cháo nuốt bát,1.0,54,đúng r . . rách hiền quá ạ . thương rách ăn cháo nuốt bát
"Ko lẻ bất cứ nước nào nhận lao động nước ngoài thì nước đó trình độ kém?? Ngu vl. Ngành luyện kim: mổi cty mở ra đều đưa nhân viên ra nước ngoài thực tập( chủ yếu ở Trung Quốc), vì chuyên môn yếu với lại thiếu chuyên cần, bất cẩn. Các nhà thầu TQ hầu n",1.0,252,"không lẻ bất_cứ nước nào nhận lao_động nước_ngoài thì nước đó trình_độ kém ? ? ngu vl . ngành luyện_kim : mổi cty mở ra đều đưa nhân_viên ra nước_ngoài thực_tập ( chủ_yếu ở trung quốc ) , vì chuyên_môn yếu với lại thiếu chuyên_cần , bất_cẩn . các nhà_thầu tq hầu_n"
"cái live rách của m t treo để chửi chứ còn đâu nó delay time, m vừa vào 4p che map chắc t xem dc của mày =))) đánh cái rank bk trình đéo có, team nó gánh cho từ đầu đến cuối chắc tự hào",1.0,185,"cái live rách của m t treo để chửi chứ còn đâu nó delay time , m vừa vào 4p che map chắc t xem được của mày = ) ) ) đánh cái rank bk trình đéo có , team nó gánh cho từ đầu đến cuối chắc tự_hào"
"Tu cái miệng lại đi,cái miệng mở ra thúi như cái ống cống vậy",1.0,61,"tu cái miệng lại đi , cái miệng mở ra thúi như cái ống cống_vậy"
Nguyễn Quang Minh d.c.m đây,1.0,27,nguyễn quang minh d . c . m đây
thằng này nó bị đần à hay thiểu năng vậy ae,2.0,43,thằng này nó bị đần à hay_thiểu_năng vậy anh_em
**ủa alo** chs gì điếm z ông **duma**,1.0,37,* * ủa alo * * chs gì điếm z ông * * duma * *
người làm việc cho nhà nước dúi tiền vào tay là nhận hả. Đất nước phải có CSGT là đúng nhưng ng ta hối lộ mà nhận là sai nhe. Giờ hok lẽ dúi tiền vào tay kêu phản động chống phá phản quốc cũng làm theo hay sao,0.0,209,người làm_việc cho nhà_nước dúi tiền vào tay là nhận hả . đất_nước phải có csgt là đúng nhưng ng ta hối_lộ mà nhận là sai nhe . giờ không_lẽ dúi tiền vào tay kêu phản_động chống_phá phản_quốc cũng làm theo hay sao
Mày có mắt ko thằng mù kia,1.0,26,mày có mắt không thằng mù kia
Vô cùng thuyết phục,0.0,19,vô_cùng thuyết_phục
giỏi sang hẳn nhà mà nch. 1 lũ ngu sáng đít,2.0,43,giỏi sang hẳn nhà mà nch . 1 lũ ngu sáng đít
Ditme mặt thầy cũng thần thái vãi l*n :)),2.0,41,ditme mặt thầy cũng thần_thái vãi l * n : ) )
:)))) bố cái thằng ranh 2k rồi nói tao cũng 2k giống nhỏ. ở ngoài khéo kêu tao bằng cha luôn chứ chú gì. lệch lệch tao vả cho cắm đầu vào cứt,2.0,141,: ) ) ) ) bố cái thằng ranh 2k rồi nói tao cũng 2k giống nhỏ . ở ngoài khéo kêu tao bằng cha luôn chứ chú gì . lệch lệch tao vả cho cắm_đầu_vào cứt
tao đã nói tao fan nó chưa m lại hài vl mở miệng ra là đã nguu Tao binh con nhỏ cmt tao đã bênh nó chưa :)) m gắn cái não vào rồi cmt,1.0,133,tao đã nói tao fan nó chưa m lại hài vl mở_miệng ra là đã nguu tao binh con nhỏ cmt tao đã bênh nó chưa : ) ) m gắn cái não vào rồi cmt
Bat may than nay kg lo lo bat xe kg,0.0,35,bat may than nay kg lo lo bat xe kg
Kiim Synk's đú trend nè🤣,0.0,24,kiim synk ' s đú trend nè 🤣
ô k ở cmt mấy đoạn đầu thì sao mà biết ai hỏi hay k hả ô?,0.0,57,ô không ở cmt mấy đoạn đầu thì sao mà biết ai hỏi hay không hả ô ?
"30 tuổi mà suy nghĩ nó đần như thế thì về dúc nách mẹ đi chứ, cả lò nhà m nữa",2.0,77,"30 tuổi mà suy_nghĩ nó đần như thế_thì về dúc nách_mẹ đi chứ , cả lò nhà m nữa"
Phá kẻ đó ae,0.0,12,phá kẻ đó anh_em
xin lỗi tụi bay chết kệ bà tụi bây tụi tao kiểm tra có cái cục cức gì đâu ( tao biết đó là thứ gì ),2.0,99,xin_lỗi tụi bay chết kệ bà tụi bây tụi tao kiểm_tra có cái cục cức gì đâu ( tao biết đó là thứ gì )
Diện Trần óc choá thật.,2.0,23,diện trần óc choá thật .
th đần,2.0,6,th đần
nó rên làm t đứng ngồi không yên luôn mà :(((,0.0,45,nó rên làm t đứng ngồi không yên luôn mà : ( ( (
đất nước ngày một thối nát,1.0,26,đất_nước ngày_một thối_nát
CHỉ cần rửa tay và ở yên trong nhà :),0.0,37,chỉ cần rửa tay và ở yên trong nhà : )
Đời má thật,0.0,11,đời má thật
thằng mực nó như nào thì bao người biết và nói rồi :))) m nịnh dái bênh được thì đủ hiểu cái hạng người như m cũng vậy thôi =))),1.0,128,thằng mực nó như nào thì bao người biết và nói rồi : ) ) ) m nịnh dái bênh được thì đủ hiểu cái hạng người như m cũng vậy thôi = ) ) )
